presence_of_dyslexia,file_path,text
0,../data_dysgraphia/normal_handwriting_images/normal_sample_001.jpg,"My best friend, Florence, has a purple pet turtle. Florence likes to go to the cafe."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_002.jpg,"My best friend, Noah, has a blue pet cat. Noah likes to play at the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_003.jpg,"My best friend, Charlie, has a white pet parrot. Charlie likes to visit the playground."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_004.jpg,"My best friend, William, has a silver pet ferret. William likes to visit the playground."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_005.jpg,"My best friend, Charlie, has a turquoise pet snake. Charlie likes to play at the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_006.jpg,"My best friend, Rachel, has a silver pet fish. Rachel likes to go to the bookstore."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_007.jpg,"My best friend, Harper, has a blue pet rabbit. Harper likes to play at the bookstore."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_008.jpg,"My best friend, Tina, has a orange pet cat. Tina likes to play at the shopping mall."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_009.jpg,"My best friend, Sam, has a silver pet cat. Sam likes to visit the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_010.jpg,"My best friend, Laura, has a yellow pet snake. Laura likes to go to the restaurant."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_011.jpg,"My best friend, Rachel, has a blue pet rat. Rachel likes to play at the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_012.jpg,"My best friend, Riley, has a purple pet hedgehog. Riley likes to take a trip to the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_013.jpg,"My best friend, Lucas, has a beige pet canary. Lucas likes to visit the restaurant."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_014.jpg,"My best friend, Zack, has a black pet hedgehog. Zack likes to visit the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_015.jpg,"My best friend, Jackson, has a teal pet snake. Jackson likes to take a trip to the cinema."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_016.jpg,"My best friend, Umar, has a silver pet axolotl. Umar likes to take a trip to the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_017.jpg,"My best friend, Bob, has a teal pet lizard. Bob likes to take a trip to the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_018.jpg,"My best friend, Scarlett, has a teal pet cat. Scarlett likes to go to the mountains."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_019.jpg,"My best friend, Luca, has a maroon pet budgie. Luca likes to visit the library."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_020.jpg,"My best friend, Diana, has a yellow pet hamster. Diana likes to play at the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_021.jpg,"My best friend, Mia, has a maroon pet hamster. Mia likes to go to the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_022.jpg,"My best friend, Emily, has a grey pet rat. Emily likes to take a trip to the forest."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_023.jpg,"My best friend, Evelyn, has a teal pet rabbit. Evelyn likes to take a trip to the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_024.jpg,"My best friend, Bob, has a turquoise pet rabbit. Bob likes to take a trip to the mountains."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_025.jpg,"My best friend, Laura, has a pink pet snake. Laura likes to visit the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_026.jpg,"My best friend, Diana, has a brown pet canary. Diana likes to visit the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_027.jpg,"My best friend, Lucas, has a beige pet cat. Lucas likes to play at the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_028.jpg,"My best friend, Laura, has a blue pet budgie. Laura likes to visit the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_029.jpg,"My best friend, Michael, has a indigo pet budgie. Michael likes to take a trip to the cafe."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_030.jpg,"My best friend, Ava, has a lavender pet canary. Ava likes to go to the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_031.jpg,"My best friend, Nora, has a pink pet snake. Nora likes to take a trip to the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_032.jpg,"My best friend, Quinn, has a black pet dog. Quinn likes to visit the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_033.jpg,"My best friend, Scarlett, has a yellow pet rabbit. Scarlett likes to go to the restaurant."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_034.jpg,"My best friend, Leo, has a white pet gerbil. Leo likes to play at the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_035.jpg,"My best friend, George, has a maroon pet canary. George likes to take a trip to the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_036.jpg,"My best friend, Charlie, has a navy pet hedgehog. Charlie likes to take a trip to the cinema."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_037.jpg,"My best friend, Jasmine, has a indigo pet cat. Jasmine likes to play at the bookstore."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_038.jpg,"My best friend, Liam, has a silver pet dog. Liam likes to visit the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_039.jpg,"My best friend, Alice, has a white pet budgie. Alice likes to take a trip to the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_040.jpg,"My best friend, George, has a maroon pet budgie. George likes to visit the playground."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_041.jpg,"My best friend, Scarlett, has a pink pet guinea pig. Scarlett likes to go to the park."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_042.jpg,"My best friend, Isabella, has a navy pet budgie. Isabella likes to play at the mountains."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_043.jpg,"My best friend, Zack, has a orange pet canary. Zack likes to play at the mountains."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_044.jpg,"My best friend, Olivia, has a grey pet guinea pig. Olivia likes to visit the zoo."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_045.jpg,"My best friend, William, has a turquoise pet rabbit. William likes to take a trip to the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_046.jpg,"My best friend, Emma, has a red pet mouse. Emma likes to visit the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_047.jpg,"My best friend, Laura, has a pink pet fish. Laura likes to go to the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_048.jpg,"My best friend, Florence, has a gold pet ferret. Florence likes to play at the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_049.jpg,"My best friend, George, has a yellow pet cat. George likes to take a trip to the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_050.jpg,"My best friend, Charlie, has a green pet dog. Charlie likes to visit the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_051.jpg,"My best friend, Riley, has a orange pet hamster. Riley likes to play at the zoo."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_052.jpg,"My best friend, Tina, has a pink pet parrot. Tina likes to play at the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_053.jpg,"My best friend, Mia, has a yellow pet mouse. Mia likes to play at the zoo."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_054.jpg,"My best friend, Hannah, has a blue pet cat. Hannah likes to visit the museum."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_055.jpg,"My best friend, Grace, has a teal pet gerbil. Grace likes to visit the concert hall."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_056.jpg,"My best friend, Charlie, has a silver pet gecko. Charlie likes to play at the shopping mall."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_057.jpg,"My best friend, Olivia, has a red pet gecko. Olivia likes to go to the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_058.jpg,"My best friend, Oliver, has a black pet budgie. Oliver likes to play at the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_059.jpg,"My best friend, Hannah, has a yellow pet fish. Hannah likes to take a trip to the playground."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_060.jpg,"My best friend, Violet, has a silver pet hedgehog. Violet likes to take a trip to the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_061.jpg,"My best friend, Laura, has a black pet parrot. Laura likes to take a trip to the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_062.jpg,"My best friend, Bob, has a navy pet ferret. Bob likes to visit the park."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_063.jpg,"My best friend, Hannah, has a turquoise pet parrot. Hannah likes to take a trip to the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_064.jpg,"My best friend, Riley, has a navy pet fish. Riley likes to play at the cinema."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_065.jpg,"My best friend, Grace, has a gold pet gerbil. Grace likes to go to the library."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_066.jpg,"My best friend, Jasmine, has a green pet parrot. Jasmine likes to play at the forest."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_067.jpg,"My best friend, Emily, has a indigo pet mouse. Emily likes to go to the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_068.jpg,"My best friend, Luca, has a navy pet budgie. Luca likes to go to the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_069.jpg,"My best friend, Charlie, has a pink pet hamster. Charlie likes to take a trip to the concert hall."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_070.jpg,"My best friend, Bob, has a pink pet hedgehog. Bob likes to take a trip to the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_071.jpg,"My best friend, Luca, has a blue pet gecko. Luca likes to play at the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_072.jpg,"My best friend, Penny, has a blue pet chinchilla. Penny likes to visit the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_073.jpg,"My best friend, Ella, has a turquoise pet rat. Ella likes to play at the bookstore."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_074.jpg,"My best friend, Michael, has a silver pet guinea pig. Michael likes to play at the cafe."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_075.jpg,"My best friend, Umar, has a turquoise pet guinea pig. Umar likes to go to the cafe."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_076.jpg,"My best friend, Liam, has a white pet budgie. Liam likes to visit the concert hall."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_077.jpg,"My best friend, Violet, has a silver pet dog. Violet likes to visit the park."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_078.jpg,"My best friend, Aiden, has a green pet chinchilla. Aiden likes to visit the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_079.jpg,"My best friend, Charlie, has a green pet guinea pig. Charlie likes to take a trip to the cafe."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_080.jpg,"My best friend, Riley, has a white pet hedgehog. Riley likes to play at the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_081.jpg,"My best friend, Penny, has a green pet ferret. Penny likes to visit the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_082.jpg,"My best friend, Chloe, has a orange pet ferret. Chloe likes to go to the zoo."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_083.jpg,"My best friend, Isaac, has a white pet parrot. Isaac likes to take a trip to the cinema."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_084.jpg,"My best friend, William, has a pink pet gerbil. William likes to play at the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_085.jpg,"My best friend, William, has a indigo pet mouse. William likes to visit the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_086.jpg,"My best friend, Jennifer, has a black pet axolotl. Jennifer likes to take a trip to the park."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_087.jpg,"My best friend, Zack, has a blue pet turtle. Zack likes to play at the playground."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_088.jpg,"My best friend, Hannah, has a maroon pet gerbil. Hannah likes to take a trip to the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_089.jpg,"My best friend, Chloe, has a indigo pet hamster. Chloe likes to play at the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_090.jpg,"My best friend, Zack, has a brown pet ferret. Zack likes to play at the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_091.jpg,"My best friend, Ella, has a pink pet parrot. Ella likes to play at the beach."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_092.jpg,"My best friend, Mia, has a purple pet canary. Mia likes to go to the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_093.jpg,"My best friend, Fiona, has a yellow pet hamster. Fiona likes to go to the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_094.jpg,"My best friend, Fiona, has a lavender pet cat. Fiona likes to take a trip to the zoo."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_095.jpg,"My best friend, Isaac, has a teal pet fish. Isaac likes to play at the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_096.jpg,"My best friend, Zack, has a white pet ferret. Zack likes to go to the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_097.jpg,"My best friend, Chloe, has a white pet turtle. Chloe likes to visit the library."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_098.jpg,"My best friend, Jackson, has a yellow pet turtle. Jackson likes to take a trip to the park."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_099.jpg,"My best friend, Riley, has a blue pet canary. Riley likes to take a trip to the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_100.jpg,"My best friend, Noah, has a navy pet rat. Noah likes to take a trip to the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_101.jpg,"My best friend, Emily, has a yellow pet lizard. Emily likes to go to the concert hall."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_102.jpg,"My best friend, Sam, has a gold pet canary. Sam likes to visit the bookstore."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_103.jpg,"My best friend, Chloe, has a black pet axolotl. Chloe likes to play at the cinema."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_104.jpg,"My best friend, Jennifer, has a orange pet parrot. Jennifer likes to take a trip to the stadium."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_105.jpg,"My best friend, Leo, has a white pet parrot. Leo likes to visit the river."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_106.jpg,"My best friend, Luca, has a grey pet rat. Luca likes to play at the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_107.jpg,"My best friend, Noah, has a lavender pet rat. Noah likes to visit the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_108.jpg,"My best friend, Sophia, has a lavender pet rat. Sophia likes to visit the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_109.jpg,"My best friend, Noah, has a pink pet chinchilla. Noah likes to play at the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_110.jpg,"My best friend, Alice, has a white pet rat. Alice likes to go to the cinema."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_111.jpg,"My best friend, Abigail, has a white pet hamster. Abigail likes to take a trip to the mountains."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_112.jpg,"My best friend, Alice, has a yellow pet gerbil. Alice likes to go to the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_113.jpg,"My best friend, Umar, has a black pet lizard. Umar likes to play at the art gallery."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_114.jpg,"My best friend, Luca, has a purple pet fish. Luca likes to go to the forest."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_115.jpg,"My best friend, Zoe, has a indigo pet gerbil. Zoe likes to take a trip to the lake."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_116.jpg,"My best friend, Michael, has a blue pet cat. Michael likes to play at the restaurant."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_117.jpg,"My best friend, Emily, has a lavender pet snake. Emily likes to take a trip to the park."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_118.jpg,"My best friend, Rachel, has a grey pet turtle. Rachel likes to play at the swimming pool."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_119.jpg,"My best friend, Leo, has a turquoise pet mouse. Leo likes to play at the mountains."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_120.jpg,"My best friend, Oliver, has a pink pet canary. Oliver likes to go to the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_121.jpg,"My best friend, Leo, has a orange pet fish. Leo likes to play at the library."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_122.jpg,"My best friend, Ethan, has a purple pet budgie. Ethan likes to go to the bookstore."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_123.jpg,"My best friend, Fiona, has a green pet turtle. Fiona likes to play at the gym."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_124.jpg,"My best friend, Isabella, has a black pet turtle. Isabella likes to go to the library."
0,../data_dysgraphia/normal_handwriting_images/normal_sample_125.jpg,"My best friend, Rachel, has a beige pet gecko. Rachel likes to go to the art gallery."
1,../data_dysgraphia/dyslexic_handwriting_images/dyslexic_sample_001.jpg,"My best fiernd, Florence, haz a purpl pet turtle. Florence liks too go too the cafe."
